rounded_lat,rounded_long,rounded_date,astronomical_twilight_begin,nautical_twilight_begin,civil_twilight_begin,sunrise,solar_noon,sunset,civil_twilight_end,nautical_twilight_end,astronomical_twilight_end
30,-90,2013-01-27,41409,43114,44844,46280,65570,84860,86296,1625,3330
40,-80,2013-01-20,39755,41691,43675,45345,63069,80792,82462,84446,86382
40,-70,2013-01-20,37356,39292,41276,42946,60668,78390,80060,82044,83980
40,-90,2013-01-06,42318,44283,46309,48024,65163,82301,84016,86042,1607
40,-110,2013-01-06,47118,49083,51109,52823,69964,705,2419,4445,6410
40,-90,2012-12-09,41610,43582,45616,47342,64358,81374,83100,85134,706
30,-80,2012-12-09,38378,40127,41913,43404,61957,80511,82002,83787,85537
30,-90,2012-12-02,40498,42239,44013,45493,64180,82867,84347,86121,1461
40,-80,2012-11-25,38500,40446,42445,44132,61631,79130,80817,82816,84762
30,-80,2012-11-18,37504,39219,40961,42409,61518,80627,82076,83818,85532
30,-100,2012-11-11,42011,43712,45436,46866,66246,85626,657,2381,4081
40,-90,2012-11-11,40092,42006,43958,45593,63846,82099,83734,85686,1200
40,-80,2012-11-04,37272,39171,41100,42710,61415,80120,81729,83659,85558
30,-100,2012-11-04,41724,43411,45118,46530,66215,85899,912,2619,4306
-30,150,2012-10-28,63795,65636,67418,68841,6227,30013,31436,33218,35059
30,-80,2012-10-28,36646,38322,40012,41408,61424,81440,82836,84527,86203
40,-90,2012-10-21,38833,40714,42608,44174,63871,83568,85134,628,2509
40,-110,2012-10-14,43215,45096,46980,48531,68750,2569,4120,6004,7885
40,-70,2012-09-30,32753,34655,36539,38075,59386,80698,82234,84118,86020
40,-80,2012-09-23,34712,36638,38533,40070,61928,83785,85322,817,2743
40,-80,2012-09-16,34254,36213,38126,39671,62077,84482,86027,1540,3499
40,-90,2012-09-02,35673,37728,39705,41281,64767,1853,3429,5406,7461
30,-120,2012-09-02,44157,45907,47623,49006,71965,8525,9908,11624,13374
40,-120,2012-09-02,42879,44934,46910,48486,71965,9045,10621,12597,14652
40,-90,2012-08-26,35142,37263,39283,40884,64896,2509,4110,6130,8251
30,-90,2012-08-19,36318,38144,39916,41334,65007,2281,3699,5470,7296
40,-90,2012-08-19,34583,36782,38853,40484,65007,3131,4761,6832,9031
30,-80,2012-08-19,33917,35743,37515,38933,62608,86282,1301,3072,4899
30,-90,2012-08-05,35615,37535,39375,40837,65155,3074,4536,6376,8296
30,-120,2012-07-29,42456,44425,46301,47786,72387,10587,12072,13949,15917
30,-90,2012-07-29,35252,37221,39098,40583,65187,3390,4876,6753,8722
40,-70,2012-07-22,27405,30010,32336,34113,60389,265,2042,4368,6972
40,-80,2012-07-22,29807,32412,34737,36514,62789,2663,4440,6766,9370
50,-120,2012-07-15,31764,37703,41202,43596,72363,14730,17123,20623,26562
40,-70,2012-07-08,26375,29182,31624,33465,60311,756,2597,5039,7846
-40,140,2012-07-01,73519,75494,77532,79264,9832,26800,28532,30571,32545
40,-90,2012-06-24,30548,33468,35970,37844,64954,5665,7539,10041,12961
40,-80,2012-06-17,28050,30972,33475,35349,62463,3177,5051,7554,10476
40,-80,2012-06-03,28335,31148,33593,35436,62295,2755,4598,7042,9855
30,-80,2012-05-27,31609,33674,35621,37151,62233,915,2445,4392,6457
40,-70,2012-05-27,26300,29017,31409,33222,59833,44,1857,4249,6967
40,-90,2012-05-27,31096,33815,36207,38021,64633,4846,6660,9052,11771
40,-90,2012-04-22,34263,36464,38536,40167,64702,2838,4469,6541,8741
40,-120,2012-04-08,42999,45055,47032,48608,72098,9189,10765,12741,14797
40,-110,2012-04-01,41378,43379,45320,46876,69819,6361,7918,9858,11859
50,-120,2012-04-01,42018,44543,46914,48785,72218,9251,11123,13494,16019
40,-70,2012-04-01,31790,33790,35731,37287,60221,83154,84711,251,2251
40,-90,2012-04-01,36584,38585,40525,42082,65020,1558,3114,5055,7055
50,-120,2012-03-25,43109,45536,47851,49698,72344,8590,10437,12753,15180
40,-120,2012-03-25,44538,46496,48409,49953,72344,8336,9880,11793,13750
30,-80,2012-03-11,36858,38528,40191,41549,62990,84431,85789,1052,2721
30,-110,2012-03-04,44537,46201,47865,49227,70292,4958,6320,7984,9648
40,-70,2012-02-26,35290,37171,39055,40607,60776,80945,82497,84382,86262
40,-70,2012-02-05,36754,38655,40587,42200,60838,79476,81088,83021,84922
40,-100,2012-01-29,44280,46196,48151,49790,67984,86178,1416,3372,5288
30,-80,2012-01-15,39157,40888,42650,44118,62958,81798,83266,85028,359
50,-110,2012-01-01,47982,50340,52820,54987,69807,84628,394,2874,5233
40,-80,2012-01-01,39877,41850,43887,45614,62605,79596,81323,83360,85333
30,-100,2012-01-01,43840,45590,47377,48870,67406,85943,1036,2823,4573
40,-110,2011-12-25,46949,48928,50972,52708,69603,99,1834,3879,5858
40,-80,2011-12-25,39747,41726,43770,45506,62401,79296,81031,83076,85055
30,-100,2011-12-18,43476,45231,47023,48522,66994,85466,564,2357,4112
40,-120,2011-12-18,49142,51121,53166,54901,71796,2290,4026,6070,8049
30,-110,2011-11-27,45059,46790,48552,50021,68856,1292,2760,4523,6253
40,50,2011-11-20,6953,8885,10864,12529,30330,48132,49796,51775,53707
40,-80,2011-11-20,38174,40107,42087,43753,61535,79318,80984,82964,84897
40,-80,2011-11-13,37764,39681,41637,43277,61456,79635,81275,83231,85147
40,-70,2011-11-06,34945,36846,38779,40393,59017,77641,79255,81188,83090
40,-110,2011-10-23,43711,45593,47489,49059,68660,1860,3430,5327,7209
40,-120,2011-10-09,45268,47154,49034,50576,71235,5495,7037,8917,10803
30,-80,2011-09-25,35419,37098,38765,40124,61902,83680,85038,306,1984
40,-90,2011-09-25,37194,39114,41007,42543,64301,86059,1196,3088,5009
50,-120,2011-09-18,42565,44979,47287,49132,71647,7763,9608,11916,14330
40,-90,2011-09-11,36263,38256,40192,41747,64599,1051,2605,4541,6534
40,-80,2011-08-28,32836,34945,36956,38553,62475,86397,1594,3605,5714
40,-120,2011-08-14,41313,43582,45700,47358,72280,10802,12460,14578,16847
40,-90,2011-07-31,32905,35379,37626,39359,65183,4608,6340,8588,11062
30,-80,2011-07-31,32915,34875,36746,38227,62783,940,2421,4292,6252
40,-70,2011-07-31,28100,30575,32823,34555,60384,86212,1544,3792,6267
30,-80,2011-07-24,32555,34565,36471,37976,62790,1205,2710,4616,6626
20,-80,2011-07-24,34293,36031,37723,39080,62790,101,1458,3150,4888
60,10,2011-07-24,,,5654,9549,41190,72832,76727,,
40,-100,2011-07-17,34155,36847,39224,41030,67569,7708,9514,11891,14583
40,-80,2011-07-17,29351,32044,34421,36227,62769,2910,4716,7094,9787
30,-80,2011-07-17,32213,34269,36208,37734,62769,1404,2930,4869,6924
30,-80,2011-07-03,31647,33772,35760,37316,62653,1589,3146,5134,7258
40,-90,2011-06-19,30456,33380,35884,37759,64879,5600,7475,9979,12903
40,-70,2011-06-12,25691,28585,31072,32939,59989,639,2505,4993,7886
40,-80,2011-06-12,28091,30984,33472,35339,62389,3040,4906,7394,10288
40,-100,2011-05-29,33421,36158,38560,40380,67043,7306,9126,11528,14265
40,-90,2011-05-22,31485,34115,36457,38242,64599,4556,6341,8682,11313
40,-90,2011-05-15,32048,34567,36842,38590,64580,4170,5918,8193,10712
30,-80,2011-05-15,32158,34139,36024,37515,62180,446,1936,3821,5802
30,-110,2011-05-15,39354,41335,43221,44712,69380,7649,9140,11025,13006
30,-90,2011-05-01,35413,37294,39106,40550,64626,2301,3745,5557,7439
50,-120,2011-04-17,39489,42342,44897,46860,71974,10687,12650,15205,18058
40,-90,2011-04-10,35670,37737,39720,41300,64880,2059,3639,5622,7689
40,-90,2011-03-20,37959,39888,41785,43322,65250,777,2314,4211,6140
40,-90,2011-03-13,38675,40579,42464,43999,65369,340,1875,3760,5664
30,-80,2011-02-27,37710,39374,41041,42411,63163,83916,85285,553,2216
30,-80,2011-02-06,38740,40426,42132,43544,63243,82943,84354,86060,1347
40,-90,2011-01-23,42086,44016,45991,47652,65509,83367,85028,603,2533
40,-80,2011-01-02,39891,41863,43898,45623,62640,79657,81382,83417,85389
30,-90,2010-12-12,40873,42625,44413,45907,64427,82947,84441,86229,1581
40,-100,2010-12-12,44119,46094,48132,49862,66828,83793,85523,1162,3137
30,-120,2010-12-05,47804,49548,51327,52812,71443,3674,5158,6937,8681
30,-80,2010-11-21,37610,39330,41078,42533,61554,80575,82030,83778,85498
50,-80,2010-11-14,38328,40610,42965,44978,61467,77956,79969,82324,84606
30,-80,2010-11-14,37313,39018,40749,42186,61467,80748,82185,83916,85621
30,-100,2010-11-07,41825,43517,45229,46648,66221,85795,814,2526,4218
40,-90,2010-11-07,39823,41727,43664,45283,63821,82360,83979,85916,1420
40,-120,2010-10-24,46187,48070,49969,51542,71050,4157,5730,7629,9513
30,-100,2010-10-10,40765,42428,44093,45458,66416,975,2340,4005,5668
40,-80,2010-10-10,35737,37621,39502,41046,61617,82189,83733,85613,1098
40,-110,2010-09-26,42076,43992,45882,47418,69074,4331,5867,7757,9673
40,-70,2010-09-12,31545,33531,35461,37014,59773,82533,84086,86016,1602
40,-70,2010-08-29,30529,32626,34630,36222,60053,83885,85477,1080,3178
50,0,2010-08-22,10356,13308,15916,17906,43374,68842,70832,73440,76392
40,-70,2010-08-22,29980,32150,34203,35823,60171,84519,86139,1792,3962
40,-120,2010-08-22,41991,44160,46211,47830,72169,10107,11726,13778,15947
40,-80,2010-08-08,31213,33564,35734,37421,62737,1653,3341,5511,7861
40,-70,2010-08-08,28811,31162,33332,35020,60337,85655,943,3113,5464
40,-110,2010-08-01,37817,40270,42505,44230,69979,9327,11052,13287,15741
50,-110,2010-07-25,31845,36386,39617,41901,69991,11681,13965,17197,21737
40,-70,2010-07-25,27611,30176,32479,34243,60391,140,1904,4207,6772
60,10,2010-07-11,,,3169,7993,41129,74266,79090,,
40,0,2010-06-20,8863,11789,14294,16169,43292,70415,72291,74796,77721
50,-120,2010-06-13,,36070,39960,42495,72006,15117,17652,21542,
40,-70,2010-05-30,26155,28909,31321,33145,59852,160,1984,4396,7149
40,-80,2010-05-23,28997,31646,33999,35790,62205,2219,4011,6363,9013
30,-120,2010-05-23,41369,43407,45334,46851,71805,10359,11876,13803,15841
40,-80,2010-05-16,29544,32082,34369,36123,62181,1839,3594,5880,8419
40,-70,2010-05-09,27776,30204,32423,34139,59785,85432,748,2967,5395
30,-80,2010-05-02,32930,34820,36638,38086,62217,86349,1396,3215,5105
30,-110,2010-05-02,40125,42015,43834,45282,69417,7152,8600,10419,12309
40,-120,2010-04-11,42723,44801,46793,48377,72059,9340,10924,12916,14994
30,-120,2010-03-07,46768,48433,50096,51456,72657,7458,8819,10482,12147
-10,-80,2010-02-21,36677,38182,39679,40896,63215,85534,351,1848,3353
40,-80,2010-02-14,38572,40458,42363,43944,63249,82554,84135,86040,1526
30,-100,2010-01-31,43719,45416,47136,48562,68008,1054,2480,4200,5897
30,-80,2010-01-17,39149,40874,42630,44093,63009,81925,83387,85144,469
40,-80,2010-01-03,39902,41873,43905,45628,62675,79721,81444,83476,85447
50,-120,2009-12-20,50168,52536,55030,57215,71870,124,2309,4804,7171
30,-110,2009-12-06,45453,47199,48979,50466,69073,1281,2767,4548,6294
50,0,2009-11-22,19759,22067,24467,26533,42370,58207,60274,62673,64981
40,-80,2009-11-08,37496,39402,41343,42966,61426,79887,81510,83451,85357
30,-100,2009-11-08,41876,43570,45286,46708,66227,85746,768,2483,4177
30,-80,2009-11-08,37074,38768,40483,41905,61426,80948,82370,84085,85779
40,-80,2009-11-01,37076,38969,40889,42487,61415,80342,81940,83860,85753
30,-80,2009-10-18,36260,37925,39598,40974,61505,82035,83411,85084,349
40,-70,2009-10-18,33833,35713,37602,39160,59105,79050,80609,82497,84378
40,-80,2009-10-18,36234,38115,40003,41562,61505,81448,83006,84895,375
30,-120,2009-10-11,45611,47275,48940,50307,71196,5686,7052,8718,10381
40,-120,2009-10-04,44992,46885,48766,50304,71314,5923,7461,9342,11235
30,-80,2009-10-04,35759,37424,39087,40448,61716,82983,84344,86007,1273
40,-120,2009-09-27,44556,46468,48356,49892,71448,6605,8141,10029,11941
40,-100,2009-09-20,39304,41243,43146,44686,66796,2505,4045,5948,7887
50,0,2009-09-13,13221,15696,18038,19897,42951,66005,67864,70206,72681
40,-120,2009-09-06,43150,45175,47131,48696,71891,8685,10250,12207,14231
30,-80,2009-08-30,34410,36177,37904,39294,62430,85565,556,2283,4050
40,-90,2009-08-30,35427,37512,39508,41095,64829,2163,3750,5746,7831
50,-120,2009-08-23,39383,42287,44870,46847,72149,11051,13029,15611,18515
40,-110,2009-08-23,39688,41843,43886,45500,69750,7600,9214,11256,13411
40,-100,2009-08-16,36716,38954,41051,42697,67451,5804,7450,9547,11786
30,-80,2009-08-16,33757,35604,37391,38819,62651,84,1512,3299,5146
30,-80,2009-07-19,32331,34371,36299,37818,62779,1341,2860,4788,6827
40,-100,2009-07-19,34347,37002,39357,41151,67580,7609,9402,11757,14412
30,-110,2009-07-12,39213,41294,43252,44789,69941,8693,10231,12189,14270
40,-80,2009-07-12,29021,31780,34194,36021,62741,3061,4887,7302,10060
30,-90,2009-07-05,34133,36247,38229,39782,65079,3977,5529,7511,9626
50,-70,2009-07-05,,24713,28482,30975,60279,3182,5675,9444,
40,-70,2009-07-05,26182,29027,31489,33341,60279,816,2668,5131,7975
40,-100,2009-06-28,33063,35966,38459,40328,67401,8073,9942,12435,15338
30,-80,2009-06-28,31515,33652,35650,37212,62600,1588,3151,5148,7285
30,-100,2009-06-28,36317,38454,40451,42013,67401,6389,7951,9948,12085
40,-80,2009-06-28,28261,31165,33658,35527,62600,3273,5142,7636,10539
40,-70,2009-06-21,25681,28607,31112,32987,60111,834,2710,5215,8141
40,-120,2009-06-14,37659,40568,43064,44935,72022,12708,14579,17076,19985
30,-90,2009-05-17,34430,36428,38327,39825,64583,2941,4440,6339,8337
40,-100,2009-05-17,34236,36795,39094,40855,66984,6712,8473,10772,13331
50,-120,2009-05-03,36515,40008,42875,44992,71809,12226,14343,17210,20703
40,-90,2009-05-03,33135,35478,37643,39328,64609,3491,5176,7341,9684
50,-120,2009-04-26,37812,40983,43702,45748,71863,11577,13623,16342,19513
30,-120,2009-04-26,42924,44776,46566,47995,71863,9330,10759,12549,14401
30,-100,2009-04-19,38648,40455,42213,43622,67141,4261,5670,7427,9235
40,-120,2009-04-19,41811,43974,46022,47639,71941,9843,11459,13507,15670
40,-70,2009-04-05,31378,33406,35364,36930,60156,83381,84947,505,2533
40,-70,2009-03-22,32903,34843,36746,38285,60406,82527,84066,85969,1509
30,-80,2009-03-15,36587,38261,39927,41284,62929,84573,85931,1196,2870
20,-90,2009-03-15,39291,40826,42359,43610,65328,646,1897,3430,4966
40,-80,2009-02-22,37957,39838,41727,43285,63206,83126,84684,173,2054
30,-90,2009-02-01,41285,42980,44696,46119,65618,85116,139,1856,3551
30,-110,2009-02-01,46083,47778,49495,50917,70418,3519,4942,6659,8354
40,-80,2009-01-18,39803,41744,43734,45412,63033,80654,82331,84322,86262
30,-80,2009-01-11,39155,40892,42661,44136,62885,81635,83110,84879,215
40,-80,2009-01-04,39911,41880,43909,45629,62709,79788,81508,83537,85506
40,-90,2009-01-04,42311,44280,46310,48029,65109,82189,83909,85939,1507
30,-120,2008-12-21,48394,50150,51943,53442,71907,3971,5470,7263,9019
30,-100,2008-11-23,42519,44244,45998,47459,66396,85332,393,2147,3872
30,-80,2008-11-23,37717,39441,41196,42656,61595,80533,81994,83748,85472
40,-70,2008-11-16,35583,37508,39477,41131,59093,77056,78709,80678,82603
30,-110,2008-11-16,44622,46332,48069,49513,68694,1476,2919,4656,6367
40,-80,2008-11-16,37984,39909,41878,43532,61493,79454,81108,83077,85002
40,-70,2008-11-09,35168,37077,39022,40650,59033,77415,79043,80988,82897
40,-100,2008-11-02,41954,43849,45773,47375,66214,85052,255,2178,4074
50,-120,2008-10-26,46346,48589,50860,52761,71034,2907,4808,7079,9322
40,-70,2008-10-12,33485,35368,37250,38797,59180,79563,81110,82992,84874
30,-80,2008-09-21,35299,36985,38656,40016,61970,83925,85284,556,2241
40,-90,2008-09-21,36983,38917,40816,42355,64370,86384,1523,3422,5357
30,-120,2008-09-07,44363,46092,47792,49167,71865,8163,9538,11238,12967
40,-120,2008-09-07,43239,45254,47204,48766,71865,8564,10126,12076,14092
30,-100,2008-08-24,38953,40750,42500,43904,67330,4356,5760,7510,9307
30,-120,2008-08-24,43756,45552,47302,48706,72129,9152,10556,12306,14102
40,-90,2008-08-17,34416,36639,38727,40366,65035,3303,4943,7030,9254
40,-90,2008-08-10,33828,36143,38290,39965,65115,3865,5540,7687,10002
40,-120,2008-08-10,41035,43349,45495,47169,72314,11059,12733,14879,17193
40,-70,2008-08-03,28421,30839,33051,34763,60367,85972,1284,3496,5914
40,-90,2008-07-20,32044,34680,37024,38811,65183,5156,6943,9287,11923
40,-80,2008-07-13,29108,31850,34254,36075,62749,3023,4844,7249,9990
50,0,2008-07-06,,7998,11743,14228,43489,72750,75235,78980,
40,-90,2008-07-06,31055,33886,36340,38188,65091,5595,7443,9897,12728
40,-90,2008-06-29,30710,33605,36094,37961,65015,5670,7537,10026,12921
40,-120,2008-06-22,37704,40628,43133,45008,72129,12849,14725,17229,20154
30,-80,2008-06-22,31394,33539,35542,37107,62527,1547,3113,5116,7260
30,-20,2008-06-15,16925,19066,21066,22630,48034,73438,75002,77002,79143
30,-110,2008-06-15,38526,40667,42667,44231,69637,8643,10207,12207,14348
40,-90,2008-06-15,30451,33366,35865,37738,64836,5535,7408,9907,12822
40,-70,2008-06-08,25763,28629,31103,32961,59949,537,2395,4869,7735
40,-100,2008-06-01,33224,36012,38443,40278,67075,7473,9308,11739,14527
30,-80,2008-06-01,31469,33562,35528,37070,62275,1079,2622,4588,6681
40,-90,2008-05-25,31224,33912,36287,38091,64619,4747,6551,8925,11614
30,-100,2008-05-18,36769,38776,40680,42183,66986,5390,6893,8797,10804
40,-80,2008-05-11,29942,32409,34652,36381,62181,1580,3309,5552,8019
40,-80,2008-04-27,31334,33597,35710,37365,62252,740,2394,4508,6770
30,-80,2008-04-20,33758,35572,37335,38747,62327,85906,918,2681,4495
30,-100,2008-04-20,38553,40369,42131,43544,67126,4308,5720,7483,9298
30,-80,2008-04-13,34298,36073,37806,39200,62422,85644,638,2371,4147
30,-120,2008-04-06,44443,46185,47894,49273,72132,8591,9970,11680,13421
30,-90,2008-04-06,37250,38991,40700,42079,64934,1388,2767,4476,6218
30,-90,2008-03-30,37807,39521,41210,42578,65056,1134,2502,4191,5905
40,-80,2008-03-30,34410,36397,38328,39880,62657,85433,585,2516,4503
40,-100,2008-03-16,40695,42612,44502,46037,67706,2976,4511,6401,8318
40,-90,2008-03-16,38298,40215,42105,43640,65307,574,2109,3999,5916
50,-120,2008-03-09,45415,47706,49954,51785,72620,7056,8887,11135,13425
30,-120,2008-02-24,47499,49163,50835,52208,72794,6980,8354,10025,11690
40,-80,2008-02-24,37857,39737,41624,43180,63195,83210,84766,253,2134
40,-90,2008-02-24,40254,42135,44022,45578,65595,85612,768,2655,4536
40,-80,2008-02-17,38397,40280,42180,43753,63241,82729,84302,86202,1685
40,-120,2008-02-17,47989,49872,51772,53345,72841,5937,7510,9409,11292
30,-100,2008-02-10,43396,45076,46773,48175,68053,1530,2932,4629,6309
30,-90,2008-02-03,41248,42940,44654,46074,65627,85180,200,1913,3606
30,-90,2008-01-27,41426,43133,44865,46303,65561,84819,86257,1589,3296
30,-80,2008-01-20,39130,40851,42601,44057,63056,82054,83510,85260,581
40,-100,2008-01-13,44693,46646,48655,50352,67715,85079,376,2384,4337
30,-80,2007-12-09,38348,40097,41881,43371,61937,80502,81992,83777,85525
30,-120,2007-12-02,47670,49409,51182,52661,71364,3667,5146,6919,8658
30,-120,2007-11-25,47375,49102,50859,52323,71219,3714,5178,6936,8663
40,-120,2007-11-18,47663,49592,51565,53224,71110,2595,4254,6228,8156
50,-120,2007-11-11,47667,49940,52279,54270,71041,1413,3404,5743,8016
30,-80,2007-11-11,37177,38875,40597,42025,61441,80856,82284,84006,85705
50,-90,2007-11-04,39865,42120,44423,46370,63814,81259,83205,85509,1364
30,-80,2007-10-28,36616,38291,39980,41374,61428,81482,82877,84566,86240
50,-120,2007-10-14,45178,47428,49672,51523,71160,4398,6249,8492,10743
40,-80,2007-10-07,35537,37426,39307,40846,61671,82497,84036,85917,1406
40,-70,2007-10-07,33136,35025,36905,38445,59272,80099,81639,83519,85408
30,-80,2007-09-30,35598,37268,38932,40291,61801,83311,84670,86334,1604
40,-110,2007-09-23,41867,43795,45692,47229,69142,4655,6193,8089,10018
30,-100,2007-09-23,40147,41830,43499,44858,66743,2227,3586,5256,6939
40,-120,2007-09-23,44269,46197,48093,49631,71542,7053,8590,10486,12415
40,-120,2007-09-16,43808,45770,47687,49232,71691,7750,9295,11211,13173
40,-70,2007-09-02,30809,32873,34854,36433,59983,83533,85113,694,2757
50,-90,2007-09-02,33456,36125,38577,40490,64782,2675,4587,7039,9708
30,-120,2007-09-02,44122,45877,47595,48980,71980,8581,9966,11684,13438
30,-120,2007-08-26,43812,45602,47347,48748,72108,9069,10470,12214,14004
40,-70,2007-08-26,30275,32405,34431,36035,60110,84186,85790,1416,3546
30,-100,2007-08-26,39010,40800,42545,43946,67309,4272,5673,7418,9208
40,-100,2007-08-19,36920,39128,41205,42839,67417,5596,7230,9307,11515
30,-120,2007-08-19,43483,45314,47089,48509,72217,9525,10945,12719,14550
40,-80,2007-08-19,32116,34324,36402,38036,62618,800,2435,4512,6721
40,-70,2007-08-12,29129,31427,33564,35233,60303,85373,642,2779,5077
30,-100,2007-08-12,38334,40210,42019,43461,67502,5144,6585,8394,10270
50,10,2007-08-05,5131,8848,11808,13970,41161,68353,70515,73475,77192
40,-80,2007-08-05,30931,33329,35529,37235,62760,1885,3591,5791,8189
30,-100,2007-08-05,37975,39900,41744,43209,67560,5510,6975,8820,10744
50,-80,2007-07-29,25422,29624,32756,34997,62788,4179,6420,9552,13754
40,-120,2007-07-22,39351,41966,44298,46078,72387,12295,14076,16408,19023
30,-80,2007-07-08,31824,33928,35902,37450,62703,1556,3104,5078,7182
40,120,2007-07-08,67093,69917,72367,74213,14698,41583,43428,45879,48702
40,-80,2007-07-08,28727,31543,33990,35834,62703,3172,5016,7462,10279
40,-80,2007-07-01,28360,31246,33731,35595,62629,3264,5128,7612,10499
30,-90,2007-07-01,33985,36115,38108,39667,65030,3992,5552,7544,9675
40,-60,2007-06-24,23326,26248,28752,30626,57742,84859,333,2837,5759
40,-80,2007-06-24,28127,31050,33553,35427,62543,3259,5134,7637,10559
40,-90,2007-06-24,30528,33450,35953,37828,64944,5659,7534,10037,12959
30,-80,2007-06-24,31415,33559,35561,37127,62543,1560,3125,5127,7271
40,-70,2007-06-17,25648,28567,31069,32943,60052,761,2634,5136,8055
40,-90,2007-06-10,30530,33408,35888,37749,64764,5379,7241,9721,12598
30,-80,2007-06-10,31339,33466,35457,37014,62364,1313,2871,4862,6989
40,-80,2007-06-03,28369,31172,33611,35451,62287,2722,4562,7001,9805
30,-90,2007-06-03,33840,35939,37910,39455,64687,3519,5064,7035,9134
40,-120,2007-05-13,39419,41907,44164,45901,71779,11258,12995,15251,17740
40,-70,2007-05-06,28093,30471,32659,34356,59797,85237,535,2723,5101
30,-120,2007-05-06,42279,44195,46034,47494,71796,9698,11159,12997,14914
40,-90,2007-05-06,32887,35266,37455,39153,64597,3641,5338,7527,9906
20,70,2007-05-06,84574,86254,1499,2823,26199,49574,50898,52543,54223
-40,140,2007-04-29,71446,73338,75255,76851,9447,28442,30038,31955,33847
40,-80,2007-04-29,31203,33483,35607,37268,62241,815,2476,4600,6880
40,-120,2007-04-22,41540,43732,45799,47426,71910,9995,11622,13689,15881
30,-80,2007-04-22,33664,35486,37255,38670,62312,85953,969,2737,4559
50,10,2007-04-15,8699,11488,14008,15953,40807,65662,67607,70127,72916
40,-80,2007-04-08,33499,35548,37519,39093,62513,85934,1107,3079,5127
30,-110,2007-04-01,42504,44222,45915,47284,69833,5981,7351,9043,10762
30,-120,2007-04-01,44902,46620,48313,49682,72232,8382,9752,11444,13163
40,-80,2007-04-01,34274,36269,38206,39760,62634,85508,663,2600,4595
40,20,2007-04-01,10305,12298,14233,15787,38639,61491,63045,64981,66974
40,-70,2007-03-25,32638,34591,36501,38043,60361,82679,84222,86132,1684
50,-120,2007-03-25,43229,45646,47957,49802,72359,8516,10361,12671,15089
40,-100,2007-03-18,40567,42489,44381,45917,67685,3053,4589,6481,8403
40,-70,2007-03-18,33376,35297,37189,38725,60486,82248,83784,85676,1197
40,-120,2007-02-25,47345,49225,51111,52664,72783,6502,8055,9940,11821
-30,150,2007-02-11,65430,67290,69087,70519,8053,31987,33419,35216,37077
40,-90,2007-02-04,41593,43495,45430,47045,65634,84223,85839,1374,3276
40,-80,2007-02-04,39194,41097,43032,44647,63234,81821,83437,85372,874
30,-80,2007-02-04,38809,40500,42210,43627,63234,82842,84258,85969,1259
40,-80,2007-01-21,39745,41679,43661,45330,63077,80824,82493,84475,10
30,-100,2007-01-14,43959,45691,47454,48924,67743,162,1632,3395,5127
-30,150,2007-01-07,63085,65188,67162,68706,7558,32810,34354,36328,38431
30,-110,2006-12-24,46064,47820,49612,51111,69580,1650,3148,4941,6696
40,-90,2006-12-17,41912,43891,45935,47670,64571,81471,83206,85250,829
40,-120,2006-12-10,48834,50807,52843,54569,71573,2178,3904,5940,7912
40,-80,2006-12-03,38896,40858,42879,44589,61791,78993,80703,82723,84685
30,-80,2006-12-03,38117,39858,41633,43114,61791,80467,81949,83724,85465
30,-120,2006-11-26,47428,49157,50918,52384,71242,3700,5167,6927,8657
50,0,2006-11-26,20035,22355,24774,26865,42436,58007,60098,62517,64837
40,-80,2006-11-12,37718,39633,41586,43223,61450,79676,81313,83267,85181
50,0,2006-11-05,18350,20608,22916,24868,42216,59563,61515,63824,66081
30,-120,2006-11-05,46545,48233,49941,51355,71016,4278,5691,7399,9087
30,-90,2006-11-05,39342,41030,42737,44151,63816,83481,84895,202,1890
40,-90,2006-10-08,38015,39902,41782,43323,64050,84776,86318,1798,3685
40,-80,2006-09-24,34741,36665,38559,40096,61918,83740,85277,771,2695
40,-70,2006-09-24,32339,34263,36157,37694,59519,81343,82880,84774,298
20,-80,2006-09-17,35660,37207,38747,40001,62067,84132,85386,526,2074
40,-100,2006-09-17,39088,41043,42956,44499,66865,2831,4375,6287,8243
40,-80,2006-09-10,33806,35805,37744,39300,62216,85131,287,2226,4225
40,-80,2006-08-20,32217,34411,36479,38107,62601,694,2323,4390,6584
50,-70,2006-08-13,25794,29073,31843,33915,60290,265,2336,5107,8385
40,-110,2006-08-13,38843,41124,43248,44910,69889,8467,10129,12254,14534
40,-100,2006-08-06,35842,38222,40410,42108,67551,6595,8293,10481,12860
40,-110,2006-07-30,37641,40126,42381,44117,69985,9453,11189,13443,15929
50,-70,2006-07-30,23269,27372,30472,32698,60385,1673,3899,6999,11102
30,-110,2006-07-23,39719,41733,43643,45150,69989,8428,9935,11845,13859
30,-80,2006-07-23,32515,34530,36440,37947,62789,1231,2738,4648,6663
50,-90,2006-07-23,26568,31337,34627,36936,65189,7042,9351,12641,17410
40,-110,2006-07-23,37050,39646,41967,43741,69989,9837,11611,13932,16528
30,-80,2006-07-16,32176,34236,36179,37706,62764,1422,2949,4892,6952
40,-120,2006-07-16,38898,41602,43985,45794,72365,12535,14344,16728,19431
30,-80,2006-07-09,31872,33971,35941,37486,62714,1542,3087,5057,7156
40,-80,2006-07-09,28803,31605,34043,35883,62714,3145,4984,7423,10224
30,-120,2006-07-09,41477,43575,45544,47089,72315,11141,12685,14655,16753
