rounded_lat,rounded_long,rounded_date,astronomical_twilight_begin,nautical_twilight_begin,civil_twilight_begin,sunrise,solar_noon,sunset,civil_twilight_end,nautical_twilight_end,astronomical_twilight_end
40,-90,2010-02-28,39872,41754,43636,45183,65549,85915,1062,2945,4827
-40,170,2010-02-21,59705,61844,63875,65481,3220,27358,28964,30996,33135
30,-90,2010-02-07,41094,42778,44481,45889,65648,85406,415,2117,3802
40,-90,2010-01-24,42047,43974,45945,47601,65528,83455,85111,682,2608
30,-110,2010-01-10,46350,48089,49860,51337,70058,2378,3855,5627,7365
40,-70,2009-12-20,37220,39200,41245,42981,59865,76749,78486,80531,82511
20,-80,2009-12-06,37434,39055,40695,42051,61871,81692,83048,84688,86309
40,-110,2009-11-29,45907,47861,49872,51571,68908,86244,1544,3554,5509
50,-80,2009-11-08,37849,40115,42440,44414,61426,78439,80413,82738,85004
40,-100,2009-10-11,40615,42498,44380,45925,66397,469,2014,3896,5779
30,-90,2009-09-06,37109,38844,40547,41924,64692,1061,2437,4141,5876
50,-90,2009-09-06,34022,36603,39006,40894,64692,2091,3979,6381,8962
20,-160,2009-08-23,54385,55998,57588,58874,81747,18221,19507,21097,22710
-40,140,2009-08-16,71745,73634,75546,77137,9859,28981,30572,32484,34373
30,50,2009-08-09,2186,4083,5906,7357,31530,55702,57153,58976,60873
20,-160,2009-07-19,53356,55111,56816,58182,81980,19378,20745,22450,24205
50,-100,2009-07-19,28047,33309,36704,39056,67580,9703,12055,15450,20712
50,20,2009-07-12,82883,3722,7323,9755,38739,67722,70155,73756,80994
50,-100,2009-05-17,28899,33411,36635,38915,66984,8652,10932,14156,18668
50,-110,2009-05-17,31293,35808,39033,41313,69384,11054,13334,16559,21074
40,-100,2009-05-10,34852,37300,39532,41254,66982,6310,8033,10265,12713
60,10,2009-04-19,522,7051,10979,13703,40745,67787,70512,74440,80968
30,-120,2009-04-05,44542,46278,47984,49360,72153,8546,9923,11628,13365
50,-120,2009-04-05,41418,44007,46415,48304,72153,9603,11492,13899,16488
50,-120,2009-03-15,44620,46948,49211,51042,72527,7612,9442,11706,14033
50,-110,2009-03-08,43185,45469,47715,49547,70240,4532,6364,8610,10894
40,-100,2009-02-22,42753,44633,46522,48080,68005,1530,3088,4977,6857
20,-80,2009-02-15,38080,39628,41184,42463,63246,84028,85307,463,2011
40,-110,2009-02-15,45680,47564,49467,51043,70445,3448,5024,6927,8811
30,-90,2009-02-08,41047,42729,44429,45834,65651,85468,473,2173,3855
40,-110,2009-01-18,47001,48942,50932,52609,70234,1459,3137,5127,7067
40,-70,2009-01-11,37505,39461,41473,43174,60485,77795,79496,81509,83465
40,-120,2009-01-04,49512,51480,53510,55229,72312,2994,4713,6743,8711
50,10,2009-01-04,19185,21536,24006,26159,41102,56044,58198,60667,63019
60,-160,2009-01-04,61034,64094,67441,70599,81915,6830,9988,13335,16395
60,-140,2008-12-28,56289,59372,62767,66003,76916,1429,4665,8060,11143
50,-70,2008-12-28,38352,40715,43203,45379,60110,74841,77018,79506,81869
50,10,2008-12-21,18995,21363,23858,26043,40696,55349,57534,60029,62397
40,20,2008-12-07,15103,17072,19102,20823,37896,54970,56690,58721,60690
50,-10,2008-10-19,19284,21527,23778,25646,44693,63740,65609,67860,70103
30,-110,2008-10-05,43006,44671,46334,47695,68892,3689,5050,6713,8378
50,-70,2008-10-05,32377,34655,36900,38734,59294,79854,81688,83932,86210
30,-90,2008-10-05,38204,39869,41532,42893,64093,85293,254,1917,3582
40,0,2008-09-28,15814,17722,19609,21145,42630,64116,65651,67538,69447
50,-80,2008-08-17,28913,32010,34693,36721,62635,2149,4177,6860,9957
50,-90,2008-08-10,30192,33582,36403,38499,65115,5330,7426,10248,13637
30,-100,2008-07-27,37548,39531,41418,42910,67590,5870,7362,9249,11232
20,-160,2008-07-20,53395,55145,56847,58210,81984,19358,20721,22423,24173
30,-100,2008-07-20,37194,39226,41148,42662,67584,6105,7619,9541,11573
30,-100,2008-06-29,36350,38484,40479,42040,67416,6391,7952,9947,12081
50,-100,2008-05-25,26865,32507,35966,38344,67019,9295,11672,15131,20773
40,-110,2008-05-25,36021,38710,41085,42889,69419,9549,11354,13729,16418
-30,150,2008-05-11,69179,70882,72608,74043,6981,26320,27755,29481,31184
50,0,2008-04-27,8846,12055,14792,16846,43054,69262,71316,74054,77262
50,-120,2008-04-20,38840,41805,44420,46413,71925,11038,13031,15646,18610
30,-110,2008-04-06,42045,43787,45496,46875,69733,6190,7569,9278,11020
50,0,2008-03-30,13591,16080,18431,20293,43461,66628,68490,70841,73330
40,-70,2008-03-23,32771,34717,36624,38164,60384,82603,84144,86050,1596
30,-90,2008-03-16,38893,40569,42235,43593,65307,621,1979,3645,5321
40,-100,2008-01-27,44360,46281,48243,49889,67961,86033,1280,3242,5163
30,-110,2007-12-30,46202,47954,49743,51238,69750,1862,3356,5145,6898
50,-80,2007-12-09,40062,42417,44891,47051,61937,76822,78982,81456,83811
30,-110,2007-12-09,45551,47300,49084,50575,69139,1303,2793,4578,6327
60,0,2007-10-28,17410,20294,23229,25738,42229,58720,61230,64164,67048
30,-100,2007-10-07,40649,42313,43976,45338,66470,1203,2565,4228,5892
40,-70,2007-09-30,32704,34608,36493,38029,59402,80775,82311,84195,86100
50,-100,2007-09-16,37534,39972,42294,44144,66892,3240,5090,7412,9850
30,-100,2007-09-02,39320,41075,42793,44178,67181,3785,5170,6888,8643
40,-10,2007-08-19,15300,17511,19590,21225,45821,70417,72052,74131,76342
-40,180,2007-07-29,63268,65192,67160,68816,389,18363,20018,21986,23911
30,-110,2007-07-15,39323,41390,43338,44868,69958,8647,10177,12125,14192
50,-100,2007-07-15,26666,32811,36335,38738,67557,9977,12380,15903,22049
40,-110,2007-07-08,35932,38747,41194,43037,69904,10370,12214,14660,17476
40,-110,2007-07-01,35564,38449,40933,42797,69830,10463,12327,14811,17697
50,-90,2007-06-24,,28879,32813,35363,64944,8124,10674,14608,
50,-80,2007-06-17,,26407,30334,32882,62452,5622,8170,12098,
50,-100,2007-06-03,,31791,35476,37939,67087,9836,12299,15983,
40,20,2007-05-20,5262,7856,10175,11948,38189,64430,66203,68523,71116
30,-100,2007-04-08,39548,41296,43009,44390,67312,3835,5216,6929,8676
50,-70,2007-02-18,35814,38056,40316,42201,60836,79471,81355,83615,85857
30,-110,2007-02-11,45744,47422,49116,50515,70453,3992,5391,7085,8763
20,-90,2007-02-04,40747,42314,43894,45194,65634,86075,975,2555,4122
30,140,2007-02-04,72429,74120,75833,77251,10431,30011,31429,33141,34832
50,0,2007-01-14,21436,23762,26190,28293,43737,59180,61283,63712,66038
50,-130,2006-12-10,52136,54493,56972,59137,73974,2412,4577,7055,9413
40,-100,2006-11-26,43329,45276,47277,48965,66441,83917,85605,1206,3153
30,-110,2006-10-29,43867,45544,47235,48632,68622,2212,3610,5301,6978
30,-90,2006-10-22,38799,40467,42146,43528,63867,84206,85589,867,2535
30,-100,2006-10-15,40943,42607,44276,45647,66344,641,2012,3682,5345
40,-100,2006-10-08,40417,42303,44184,45725,66449,774,2315,4195,6082
30,-120,2006-09-17,44735,46432,48110,49472,71664,7456,8818,10497,12193
30,-80,2006-09-10,34859,36579,38272,39643,62216,84788,86159,1452,3172
40,-80,2006-07-30,30434,32921,35176,36913,62785,2258,3994,6250,8736
20,-160,2006-07-30,53698,55410,57080,58422,81984,19147,20489,22159,23871
30,-90,2006-07-23,34916,36931,38841,40348,65189,3630,5137,7047,9062
50,20,2006-07-16,84582,4108,7606,9999,38762,67526,69919,73417,79343
40,-120,2006-07-09,38410,41211,43648,45487,72315,12742,14581,17019,19819
-20,-70,2006-07-02,35836,37462,39107,40470,60243,80016,81379,83024,84650
0,100,2006-06-25,79431,81010,82583,83866,19353,41239,42522,44095,45675
-10,-40,2006-06-11,27476,29047,30625,31922,52778,73633,74930,76508,78079
30,-110,2006-06-11,38530,40661,42654,44214,69580,8546,10105,12099,14230
-30,140,2006-06-04,72251,73995,75773,77260,9493,28126,29612,31391,33135
50,-100,2006-05-21,28045,32983,36313,38637,66995,8953,11277,14607,19545
40,-110,2006-05-14,36912,39419,41687,43430,69379,8928,10672,12940,15447
30,-110,2006-05-07,39802,41728,43572,45037,69391,7346,8810,10655,12580
30,-110,2006-04-30,40263,42139,43948,45389,69431,7073,8514,10322,12199
60,20,2006-04-23,,3671,7849,10661,38301,65940,68752,72930,
50,-110,2006-04-23,36005,39052,41710,43725,69496,8868,10883,13541,16588
30,70,2006-04-16,84536,86322,1664,3063,26392,49721,51120,52861,54648
30,-100,2006-04-16,38899,40688,42432,43832,67185,4138,5538,7282,9071
40,-70,2006-03-19,33247,35173,37068,38604,60465,82325,83861,85756,1282
40,-110,2006-03-05,44220,46107,47988,49528,70287,4646,6186,8066,9953
50,0,2006-02-05,20218,22476,24787,26742,44040,61337,63292,65603,67861
20,-110,2006-01-22,45654,47246,48855,50182,70299,4016,5343,6951,8544
30,-120,2006-01-22,48701,50417,52160,53610,72699,5389,6838,8582,10297
50,-120,2006-01-08,50349,52691,55145,57279,72409,1140,3274,5727,8069
50,-120,2005-12-25,50299,52666,55158,57340,72018,296,2478,4971,7337
30,-90,2005-12-18,41091,42846,44639,46137,64607,83078,84576,86368,1724
30,-110,2005-12-11,45646,47398,49185,50678,69207,1336,2829,4616,6368
40,10,2005-12-11,17673,19647,21684,23412,40398,57384,59112,61149,63123
50,-120,2005-11-13,47873,50153,52505,54513,71061,1209,3217,5569,7849
10,0,2005-11-13,16862,18385,19913,21166,42258,63350,64603,66131,67654
50,-50,2005-11-06,30469,32730,35044,37005,54219,71432,73393,75708,77968
50,-120,2005-10-30,46677,48924,51209,53130,71018,2507,4428,6713,8960
50,0,2005-10-16,16579,18825,21071,22928,42332,61735,63593,65838,68085
60,-150,2005-10-16,51866,54777,57664,60073,78327,10180,12589,15477,18387
50,-80,2005-09-11,32212,34712,37069,38935,62189,85444,909,3266,5767
50,-110,2005-08-28,37669,40439,42949,44890,69665,8040,9981,12491,15261
30,-110,2005-08-28,41523,43300,45035,46429,69665,6501,7896,9630,11407
-40,140,2005-08-21,71365,73248,75149,76725,9791,29258,30834,32734,34618
30,-80,2005-08-21,33997,35813,37577,38990,62582,86174,1187,2951,4768
50,-110,2005-08-14,35612,38834,41577,43635,69875,9714,11772,14515,17737
20,-110,2005-08-14,42149,43797,45415,46721,69875,6628,7934,9552,11200
30,-90,2005-08-07,35701,37609,39441,40897,65142,2988,4444,6276,8184
20,90,2005-07-31,80115,81824,83493,84833,21983,45532,46873,48541,50250
30,-120,2005-07-24,42183,44188,46092,47595,72390,10786,12288,14192,16198
60,0,2005-07-10,,,5422,10312,43522,76733,81622,,
40,30,2005-06-19,1655,4580,7084,8959,36080,63201,65076,67581,70505
40,-60,2005-06-12,23284,26180,28669,30536,57593,84651,118,2607,5503
50,-110,2005-06-12,,33692,37571,40103,69595,12688,15219,19098,
50,-10,2005-06-05,,10039,13777,16260,45510,74760,77243,80981,
40,-80,2005-06-05,28267,31100,33555,35404,62312,2821,4669,7125,9957
30,-110,2005-05-29,38753,40829,42783,44317,69446,8175,9710,11664,13740
50,-90,2005-05-22,25348,30450,33814,36153,64600,6647,8986,12350,17453
40,-70,2005-05-22,26655,29292,31637,33424,59800,86176,1563,3908,6545
40,-110,2005-05-15,36804,39331,41611,43361,69380,8999,10749,13029,15556
40,30,2005-04-24,5316,7533,9616,11253,35887,60521,62158,64241,66458
60,0,2005-04-17,4190,9960,13773,16455,43172,69888,72571,76384,82154
50,30,2005-04-03,5813,8359,10742,12619,36196,59772,61649,64032,66578
40,-110,2005-03-13,43424,45330,47215,48750,70161,5172,6708,8593,10499
-20,60,2005-02-20,2297,3906,5494,6777,29623,52470,53753,55341,56950
50,-90,2005-02-13,41065,43309,45584,47490,65651,83813,85719,1594,3838
40,-90,2005-01-30,41810,43722,45672,47304,65601,83899,85531,1081,2993
40,-90,2005-01-23,42073,44002,45975,47634,65517,83400,85059,633,2561
40,-110,2005-01-23,46871,48800,50773,52432,70318,1804,3463,5436,7364
60,20,2005-01-16,17374,20373,23602,26569,38988,51408,54375,57604,60603
30,-90,2005-01-16,41553,43280,45038,46502,65395,84287,85751,1109,2836
-40,170,2005-01-16,56051,58726,61093,62889,2980,29470,31267,33634,36308
60,-150,2005-01-16,58145,61142,64365,67323,79798,5873,8831,12054,15051
50,-110,2005-01-09,47930,50269,52717,54845,70039,85234,961,3410,5748
30,-80,2005-01-09,39146,40886,42659,44138,62837,81536,83015,84789,128
40,-100,2005-01-02,44697,46668,48702,50426,67455,84484,86208,1842,3813
30,-90,2004-12-26,41327,43082,44873,46370,64853,83335,84832,224,1978
30,-100,2004-12-26,43728,45483,47274,48771,67254,85736,833,2625,4379
40,-70,2004-12-05,36619,38585,40611,42327,59451,76575,78291,80318,82284
20,70,2004-11-14,736,2318,3915,5232,25468,45704,47020,48618,50200
-30,-60,2004-11-07,27125,29040,30876,32334,56623,80912,82370,84206,86121
40,-100,2004-10-31,41832,43724,45642,47237,66216,85194,390,2308,4200
50,-110,2004-10-31,44384,46633,48923,50850,68616,86381,1909,4198,6447
30,80,2004-10-03,83715,85382,645,2004,23338,44672,46032,47695,49362
-30,120,2004-09-19,74008,75685,77351,78710,14025,35740,37099,38765,40442
50,-100,2004-09-12,37162,39644,41990,43851,66962,3672,5533,7880,10361
-40,150,2004-09-12,66942,68838,70720,72258,6976,28095,29633,31515,33411
40,-60,2004-09-12,29174,31157,33086,34637,57364,80091,81642,83571,85554
-40,170,2004-09-12,62148,64044,65926,67463,2178,23292,24830,26711,28608
40,-110,2004-09-05,40691,42722,44682,46250,69507,6364,7932,9892,11923
50,-70,2004-08-29,28220,30963,33458,35391,60044,84698,231,2726,5469
50,-90,2004-08-22,32057,34987,37584,39568,64963,3957,5941,8538,11468
30,-120,2004-08-08,42969,44868,46693,48145,72332,10119,11571,13396,15294
20,-110,2004-08-01,41772,43473,45135,46471,69976,7081,8417,10079,11780
0,100,2004-07-25,79795,81331,82862,84111,19590,41470,42719,44250,45785
50,-70,2004-07-25,22319,26825,30047,32327,60391,2054,4334,7556,12063
50,-110,2004-07-18,30238,35621,39039,41400,69976,12152,14513,17931,23314
40,-100,2004-07-18,34284,36951,39313,41111,67576,7641,9438,11801,14468
-40,150,2004-06-20,71047,73027,75072,76812,7292,24172,25912,27957,29937
30,-110,2004-06-06,38573,40689,42672,44224,69527,8429,9982,11964,14080
30,-120,2004-05-30,41117,43200,45159,46697,71857,10617,12155,14114,16197
20,-90,2004-05-23,35973,37729,39435,40802,64606,2011,3378,5084,6840
40,-80,2004-05-02,30818,33149,35307,36987,62214,1041,2722,4879,7210
50,-60,2004-05-02,22295,25738,28584,30691,57414,84138,86245,2691,6133
0,100,2004-04-18,79556,81025,82492,83690,19159,41027,42226,43693,45162
40,-110,2004-04-04,41053,43076,45031,46595,69767,6540,8104,10059,12081
40,-70,2004-04-04,31466,33487,35442,37005,60169,83333,84897,451,2473
50,-10,2004-04-04,15196,17765,20161,22045,45772,69500,71383,73779,76349
50,10,2004-03-28,11512,13973,16307,18161,41098,64034,65889,68223,70683
60,-20,2004-03-14,18934,22061,25002,27356,48545,69734,72088,75029,78156
50,-110,2004-03-07,43290,45570,47815,49648,70252,4455,6288,8533,10813
40,-70,2004-02-29,35038,36920,38802,40348,60745,81142,82688,84571,53
40,-90,2004-02-29,39833,41715,43597,45143,65545,85946,1092,2974,4856
40,0,2004-02-15,19357,21242,23147,24727,44049,63371,64951,66856,68742
50,-130,2004-02-01,51732,54001,56333,58315,75213,5712,7694,10025,12294
40,-110,2004-01-25,46831,48757,50726,52380,70336,1892,3546,5515,7440
30,-100,2004-01-18,43946,45671,47426,48887,67820,352,1813,3568,5293
40,-110,2004-01-04,47108,49077,51108,52830,69890,551,2272,4303,6273
40,-100,2003-12-21,44438,46417,48463,50199,67082,83965,85702,1347,3327
40,-90,2003-12-14,41788,43765,45806,47538,64476,81414,83146,85187,763
30,-100,2003-12-07,43071,44817,46598,48086,66685,85284,372,2153,3900
30,-80,2003-11-30,37981,39717,41485,42960,61716,80473,81948,83716,85452
50,-100,2003-11-30,44314,46646,49085,51201,66518,81835,83950,86389,2321
50,0,2003-10-26,17445,19688,21955,23851,42241,60631,62526,64793,67036
60,-150,2003-10-19,52222,55121,58015,60442,78298,9754,12181,15074,17973
50,-130,2003-10-12,47389,49645,51887,53732,73589,7046,8892,11134,13389
40,-100,2003-10-05,40216,42109,43990,45528,66506,1085,2623,4504,6396
30,-120,2003-09-28,45129,46802,48467,49826,71439,6653,8011,9676,11349
50,20,2003-08-17,4747,7884,10587,12625,38649,64672,66710,69413,72550
30,-80,2003-08-17,33778,35623,37407,38834,62645,56,1483,3267,5112
50,-90,2003-08-03,28804,32633,35636,37818,65171,6123,8305,11308,15137
50,-110,2003-07-20,30572,35762,39144,41490,69980,12070,14417,17799,22989
40,-100,2003-07-20,34382,37030,39381,41172,67580,7589,9380,11731,14379
20,110,2003-06-29,74370,76182,77932,79330,16998,41066,42464,44215,46026
40,-100,2003-06-15,32854,35766,38263,40135,67226,7917,9789,12286,15198
50,0,2003-06-15,,7237,11144,13685,43222,72760,75301,79208,
30,-120,2003-06-08,40957,43077,45063,46618,71941,10863,12418,14404,16525
40,-110,2003-06-08,35381,38241,40711,42568,69541,10114,11970,14440,17300
50,-130,2003-06-08,,38676,42476,44981,74341,17302,19806,23607,
40,-70,2003-05-25,26480,29155,31523,33323,59813,86304,1704,4071,6746
50,20,2003-05-25,84780,3820,7247,9612,38212,66812,69176,72603,78043
10,80,2003-05-18,82996,84590,86165,1041,23783,46525,47801,49375,50969
30,-100,2003-05-18,36806,38808,40708,42209,66984,5359,6860,8760,10762
50,-70,2003-05-18,21617,26167,29401,31686,59784,1482,3766,7001,11551
50,-130,2003-04-20,41373,44314,46916,48903,74334,13366,15353,17955,20896
40,-90,2003-03-30,36894,38875,40804,42354,65070,1386,2937,4865,6847
30,-80,2003-03-16,36554,38229,39894,41252,62921,84590,85948,1214,2889
50,10,2003-03-09,14370,16654,18900,20732,41438,62144,63976,66222,68507
30,-120,2003-02-16,47916,49587,51271,52659,72844,6630,8018,9702,11373
40,0,2003-01-19,20599,22539,24529,26206,43838,61470,63147,65137,67077
30,-80,2003-01-12,39158,40893,42661,44135,62897,81658,83132,84901,236
40,-80,2002-12-29,39836,41812,43853,45585,62525,79466,81197,83238,85215
50,10,2002-12-29,19156,21519,24006,26182,40918,55654,57830,60317,62680
40,-90,2002-12-22,42074,44054,46099,47836,64719,81602,83339,85384,964
20,-90,2002-12-22,40341,41971,43621,44987,64719,84451,85816,1066,2696
40,-70,2002-12-22,37272,39252,41297,43034,59917,76800,78537,80582,82562
-30,30,2002-12-08,4562,6677,8658,10208,35508,60808,62358,64340,66455
30,-100,2002-12-08,43120,44868,46651,48140,66718,85295,384,2168,3916
30,-90,2002-12-08,40719,42467,44250,45739,64317,82895,84384,86167,1515
50,-90,2002-12-01,41995,44331,46775,48898,64145,79392,81514,83959,86294
30,30,2002-11-17,11025,12736,14473,15917,35096,54274,55718,57455,59166
30,-110,2002-11-17,44642,46353,48091,49536,68700,1464,2909,4647,6359
-40,180,2002-10-20,55707,57832,59854,61455,85494,23133,24735,26757,28882
60,0,2002-10-13,15325,18259,21143,23530,42376,61223,63609,66493,69428
30,-80,2002-09-29,35569,37241,38906,40264,61817,83369,84728,86392,1664
40,20,2002-09-29,11038,12946,14832,16368,37822,59277,60812,62698,64606
30,-100,2002-09-15,39855,41558,43240,44605,66909,2812,4177,5859,7562
30,-120,2002-09-01,44088,45846,47567,48953,71995,8637,10024,11745,13502
40,-60,2002-08-18,27246,29464,31549,33187,57829,82472,84110,86194,2013
30,-110,2002-08-11,40694,42576,44389,45833,69909,7586,9030,10842,12724
-30,150,2002-07-28,69927,71638,73376,74822,7589,26757,28203,29941,31652
50,-100,2002-07-21,28481,33502,36849,39181,67584,9587,11919,15267,20287
50,-90,2002-07-14,23946,30324,33870,36282,65152,7621,10033,13579,19957
50,10,2002-07-14,86229,6295,9849,12264,41150,70036,72450,76004,82470
30,-80,2002-07-07,31792,33900,35877,37427,62695,1563,3112,5089,7197
60,-160,2002-06-09,,,42187,47743,81557,28970,34526,,
-40,180,2002-06-02,63375,65336,67357,69069,86272,17074,18786,20807,22768
40,-70,2002-05-26,26397,29092,31470,33276,59821,86366,1772,4150,6844
40,-110,2002-05-19,36496,39082,41398,43168,69387,9206,10977,13292,15879
60,-100,2002-05-12,,,32839,36342,66980,11217,14720,,
50,0,2002-05-05,7456,11022,13920,16052,43001,69950,72082,74981,78547
50,-80,2002-04-28,27923,31159,33910,35971,62248,2125,4186,6937,10173
30,-90,2002-04-28,35609,37471,39269,40704,64648,2192,3626,5424,7287
40,-100,2002-04-21,36832,39014,41074,42697,67120,5143,6766,8827,11009
-30,150,2002-04-14,68308,69972,71643,73017,7225,27833,29207,30878,32542
10,-80,2002-04-14,35931,37430,38922,40136,62415,84694,85908,1000,2500
40,-120,2002-04-07,43175,45217,47185,48756,72125,9093,10664,12632,14674
40,-100,2002-02-24,42615,44496,46382,47937,67991,1646,3200,5087,6967
40,-110,2002-02-10,46034,47925,49841,51434,70454,3073,4667,6583,8474
30,-110,2002-02-03,46033,47724,49437,50855,70431,3607,5025,6737,8429
40,-100,2002-01-13,44689,46641,48649,50344,67726,85108,404,2411,4363
30,-90,2002-01-06,41519,43264,45043,46528,65155,83783,85268,647,2392
30,-80,2002-01-06,39119,40863,42643,44128,62755,81382,82867,84646,86390
40,-70,2001-12-30,37456,39431,41470,43200,60161,77121,78851,80890,82865
20,-160,2001-12-23,57183,58813,60463,61828,81562,14895,16261,17911,19541
40,-100,2001-12-23,44509,46489,48534,50270,67157,84043,85780,1425,3404
50,0,2001-12-09,20876,23231,25706,27867,42744,57620,59781,62256,64612
50,-100,2001-11-18,43469,45764,48143,50184,66316,82447,84488,467,2762
40,-100,2001-11-11,42475,44388,46339,47973,66245,84516,86150,1701,3614
30,-100,2001-11-04,41712,43398,45104,46516,66215,85915,926,2632,4319
50,-120,2001-11-04,47112,49368,51674,53623,71015,2007,3956,6263,8519
30,-80,2001-11-04,36909,38596,40301,41713,61415,81117,82529,84234,85921
60,-150,2001-10-14,51570,54493,57377,59773,78353,10533,12929,15813,18736
10,-80,2001-10-07,35907,37372,38838,40037,61664,83290,84489,85955,1020
30,-120,2001-09-23,44965,46647,48316,49675,71532,6989,8348,10017,11699
60,30,2001-09-23,4874,8126,11121,13488,35541,57593,59960,62956,66207
60,0,2001-08-12,,6816,11694,14713,43500,72287,75305,80184,
30,-80,2001-08-12,33553,35427,37233,38674,62697,321,1761,3568,5442
40,-10,2001-08-05,14152,16546,18744,20448,45958,71467,73171,75369,77764
50,-80,2001-08-05,26858,30533,33476,35630,62756,3483,5637,8580,12255
50,-100,2001-07-22,28785,33646,36958,39276,67587,9498,11816,15128,19989
-40,170,2001-07-22,65934,67873,69862,71541,2785,20429,22108,24097,26036
40,-120,2001-07-15,38838,41553,43944,45756,72360,12563,14375,16766,19481
40,-110,2001-07-01,35582,38465,40947,42810,69835,10460,12323,14805,17687
30,-100,2001-05-27,36417,38481,40426,41955,67030,5705,7234,9179,11243
30,-100,2001-05-20,36690,38709,40622,42130,66991,5452,6961,8874,10893
-40,150,2001-05-13,69758,71678,73639,75286,6979,25072,26719,28680,30600
10,80,2001-05-13,83078,84659,86222,1089,23779,46469,47736,49299,50880
50,-120,2001-05-06,35953,39609,42545,44695,71794,12493,14643,17579,21235
40,-30,2001-04-29,19170,21454,23581,25243,50239,75234,76897,79023,81307
30,-100,2001-04-22,38426,40251,42022,43439,67106,4372,5789,7560,9385
40,-120,2001-04-22,41490,43688,45758,47388,71905,10022,11652,13722,15919
30,-90,2001-04-22,36028,37853,39624,41041,64706,1971,3388,5158,6984
30,-80,2001-04-15,34165,35949,37689,39087,62397,85707,705,2445,4229
30,-110,2001-04-08,41910,43660,45374,46756,69704,6252,7634,9349,11098
40,-100,2001-04-01,39018,41017,42955,44511,67425,3939,5495,7434,9433
50,-100,2001-04-01,37280,39799,42166,44036,67425,4415,6285,8652,11171
30,-120,2001-04-01,44866,46586,48280,49650,72224,8399,9769,11463,13183
50,0,2001-03-25,14410,16830,19141,20986,43557,66127,67973,70284,72703
40,-110,2001-03-25,42178,44133,46045,47588,69951,5914,7457,9369,11325
40,20,2001-03-25,11016,12970,14881,16423,38758,61092,62635,64545,66499
-30,150,2001-03-11,67018,68728,70415,71781,7806,30231,31597,33284,34994
40,-100,2001-03-11,41229,43129,45012,46548,67795,2643,4178,6061,7961
-40,140,2001-02-04,65241,67602,69779,71468,10434,35800,37489,39666,42027
20,-160,2001-01-28,57626,59206,60800,62114,82384,16254,17567,19161,20741
50,10,2001-01-21,18761,21063,23453,25507,41481,57456,59510,61900,64202
60,0,2001-01-14,22286,25297,28548,31551,43748,55944,58947,62198,65209
50,-100,2001-01-07,45561,47905,50362,52501,67588,82676,84815,872,3216
50,0,2000-12-31,21580,23940,26421,28590,43391,58191,60360,62842,65201
30,-80,2000-12-10,38414,40165,41951,43443,61984,80524,82016,83803,85553
0,-70,2000-12-03,33122,34687,36246,37515,59402,81288,82557,84116,85681
30,-100,2000-11-26,42645,44375,46137,47605,66450,85296,364,2125,3856
70,20,2000-11-19,16182,20585,25713,31910,37528,43145,49342,54471,58874
30,-100,2000-11-12,42050,43752,45479,46912,66254,85597,630,2356,4058
-30,150,2000-11-12,62886,64833,66694,68167,6249,30731,32204,34064,36011
40,-100,2000-11-05,42131,44032,45964,47577,66217,84858,71,2003,3904
30,-120,2000-10-29,46286,47963,49656,51054,71021,4588,5986,7679,9356
30,-90,2000-10-29,39083,40760,42453,43851,63821,83792,85190,483,2160
30,-90,2000-10-15,38559,40223,41892,43264,63939,84614,85985,1255,2919
40,-110,2000-09-03,40542,42590,44561,46134,69547,6560,8134,10105,12152
50,-90,2000-09-03,33671,36305,38738,40640,64748,2456,4359,6792,9426
0,100,2000-08-20,79775,81251,82726,83931,19401,41270,42475,43950,45426
50,-120,2000-08-13,37889,41142,43901,45966,72283,12199,14264,17023,20276
40,-110,2000-08-13,38880,41155,43276,44935,69883,8431,10090,12211,14486
40,-100,2000-08-06,35880,38253,40437,42133,67548,6562,8258,10442,12815
30,40,2000-08-06,4441,6357,8195,9655,33950,58245,59706,61543,63459
40,-110,2000-07-23,37086,39675,41992,43764,69989,9814,11586,13902,16491
-40,170,2000-07-16,66112,68063,70070,71767,2762,20157,21854,23860,25812
50,0,2000-06-25,,7324,11249,13795,43361,72927,75473,79398,
-10,130,2000-06-18,73169,74743,76325,77625,12066,32906,34206,35788,37362
30,-80,2000-06-04,31406,33513,35490,37038,62303,1168,2717,4693,6800
50,-90,2000-05-14,27111,31355,34500,36746,64579,6012,8257,11403,15647
30,-100,2000-05-07,37375,39304,41151,42617,66989,4962,6428,8275,10203
50,-120,2000-05-07,35711,39443,42409,44573,71789,12605,14769,17735,21467
30,-110,2000-04-23,40731,42565,44341,45762,69491,6820,8241,10018,11851
40,-90,2000-04-09,35708,37771,39752,41331,64885,2039,3617,5599,7662
40,-110,2000-04-09,40501,42565,44547,46126,69684,6842,8421,10403,12467
50,0,2000-03-19,15268,17627,19906,21740,43660,65581,67414,69694,72053
30,-110,2000-02-27,44926,46590,48258,49628,70367,4706,6076,7744,9407
60,20,2000-02-20,13574,16465,19368,21818,39228,56639,59089,61992,64882
50,0,2000-02-20,18855,21097,23354,25231,44028,62825,64702,66958,69200
30,-90,2000-02-13,40873,42549,44239,45635,65653,85672,667,2358,4033
30,30,2000-02-13,12088,13764,15455,16851,36854,56856,58252,59943,61619
30,-100,2000-02-06,43551,45238,46945,48357,68044,1331,2743,4449,6136
